plot_id,site,threat,rank_threat
LOP_5,Lopur,Infrastructural development,4
LOP_6,Lopur,Infrastructural development,1
LOP_7,Lopur,Infrastructural development,5
LOP_8,Lopur,Infrastructural development,1
LOP_9,Lopur,Infrastructural development,1
LOP_10,Lopur,Infrastructural development,2
LOP_11,Lopur,Infrastructural development,4
LOP_12,Lopur,Infrastructural development,2
LOP_13,Lopur,Infrastructural development,6
LOP_14,Lopur,Infrastructural development,5
LOP_15,Lopur,Infrastructural development,6
LOP_16,Lopur,Infrastructural development,3
LOP_17,Lopur,Infrastructural development,2
LOP_18,Lopur,Infrastructural development,3
LOP_19,Lopur,Infrastructural development,6
LOP_20,Lopur,Infrastructural development,3
LOP_21,Lopur,Infrastructural development,2
LOP_22,Lopur,Infrastructural development,2
LOP_23,Lopur,Infrastructural development,3
LOP_24,Lopur,Infrastructural development,3
LOP_25,Lopur,Infrastructural development,6
LOP_26,Lopur,Infrastructural development,3
LOP_27,Lopur,Infrastructural development,6
LOP_28,Lopur,Infrastructural development,6
LOP_29,Lopur,Infrastructural development,5
LOP_30,Lopur,Infrastructural development,2
LOP_31,Lopur,Infrastructural development,6
LOP_32,Lopur,Infrastructural development,6
LOP_33,Lopur,Infrastructural development,6
LOP_34,Lopur,Infrastructural development,2
LOP_35,Lopur,Infrastructural development,4
LOP_36,Lopur,Infrastructural development,3
LOP_37,Lopur,Infrastructural development,1
LOP_38,Lopur,Infrastructural development,1
LOP_39,Lopur,Infrastructural development,2
LOP_40,Lopur,Infrastructural development,5
LOP_41,Lopur,Infrastructural development,3
LOP_42,Lopur,Infrastructural development,2
LOP_43,Lopur,Infrastructural development,4
LOP_44,Lopur,Infrastructural development,1
LOP_45,Lopur,Infrastructural development,1
LOP_46,Lopur,Infrastructural development,3
LOP_47,Lopur,Infrastructural development,4
LOP_48,Lopur,Infrastructural development,1
LOP_49,Lopur,Infrastructural development,2
LOP_50,Lopur,Infrastructural development,3
LOP_51,Lopur,Infrastructural development,2
LOP_52,Lopur,Infrastructural development,2
LOP_53,Lopur,Infrastructural development,6
LOP_54,Lopur,Infrastructural development,2
LOP_55,Lopur,Infrastructural development,4
LOP_56,Lopur,Infrastructural development,6
LOP_57,Lopur,Infrastructural development,2
LOP_58,Lopur,Infrastructural development,5
LOP_59,Lopur,Infrastructural development,4
LOP_60,Lopur,Infrastructural development,5
LOP_61,Lopur,Infrastructural development,5
LOP_62,Lopur,Infrastructural development,2
LOP_63,Lopur,Infrastructural development,1
LOP_64,Lopur,Infrastructural development,5
LOP_65,Lopur,Infrastructural development,4
LOP_66,Lopur,Infrastructural development,3
LOP_67,Lopur,Infrastructural development,6
LOP_68,Lopur,Infrastructural development,2
LOP_69,Lopur,Infrastructural development,5
LOP_70,Lopur,Infrastructural development,6
LOP_71,Lopur,Infrastructural development,2
LOP_72,Lopur,Infrastructural development,2
LOP_73,Lopur,Infrastructural development,5
LOP_74,Lopur,Infrastructural development,1
LOP_75,Lopur,Infrastructural development,6
LOP_76,Lopur,Infrastructural development,6
LOP_77,Lopur,Infrastructural development,2
LOP_78,Lopur,Infrastructural development,6
LOP_79,Lopur,Infrastructural development,6
LOP_80,Lopur,Infrastructural development,5
"NAS_1",Nasiger,Pests and diseases,2
"NAS_2",Nasiger,Pests and diseases,2
"NAS_3",Nasiger,Pests and diseases,1
"NAS_4",Nasiger,Pests and diseases,1
"NAS_5",Nasiger,Pests and diseases,2
"NAS_6",Nasiger,Pests and diseases,4
"NAS_7",Nasiger,Pests and diseases,4
"NAS_8",Nasiger,Pests and diseases,1
"NAS_9",Nasiger,Pests and diseases,1
"NAS_10",Nasiger,Pests and diseases,3
"NAS_11",Nasiger,Pests and diseases,3
"NAS_12",Nasiger,Pests and diseases,2
"NAS_13",Nasiger,Pests and diseases,4
"NAS_14",Nasiger,Pests and diseases,4
"NAS_15",Nasiger,Pests and diseases,4
"NAS_16",Nasiger,Pests and diseases,2
"NAS_17",Nasiger,Pests and diseases,1
"NAS_18",Nasiger,Pests and diseases,2
"NAS_19",Nasiger,Pests and diseases,1
"NAS_20",Nasiger,Pests and diseases,1
"NAS_21",Nasiger,Pests and diseases,3
"NAS_22",Nasiger,Pests and diseases,4
"NAS_23",Nasiger,Pests and diseases,2
"NAS_24",Nasiger,Pests and diseases,1
"NAS_25",Nasiger,Pests and diseases,3
"NAS_26",Nasiger,Pests and diseases,3
"NAS_27",Nasiger,Pests and diseases,4
"NAS_28",Nasiger,Pests and diseases,3
"NAS_29",Nasiger,Pests and diseases,3
"NAS_30",Nasiger,Pests and diseases,1
"NAS_31",Nasiger,Pests and diseases,2
"NAS_32",Nasiger,Pests and diseases,1
"NAS_33",Nasiger,Pests and diseases,4
"NAS_34",Nasiger,Pests and diseases,4
"NAS_35",Nasiger,Pests and diseases,2
"NAS_36",Nasiger,Pests and diseases,1
"NAS_37",Nasiger,Pests and diseases,2
"NAS_38",Nasiger,Pests and diseases,3
"NAS_39",Nasiger,Pests and diseases,3
"NAS_40",Nasiger,Pests and diseases,1
"NAS_41",Nasiger,Pests and diseases,4
"NAS_42",Nasiger,Pests and diseases,4
"NAS_43",Nasiger,Pests and diseases,4
"NAS_44",Nasiger,Pests and diseases,4
"NAS_45",Nasiger,Pests and diseases,1
"NAS_46",Nasiger,Pests and diseases,3
"NAS_47",Nasiger,Pests and diseases,1
"NAS_48",Nasiger,Pests and diseases,2
"NAS_49",Nasiger,Pests and diseases,1
"NAS_50",Nasiger,Pests and diseases,2
"NAS_51",Nasiger,Pests and diseases,2
"NAS_52",Nasiger,Pests and diseases,4
"NAS_53",Nasiger,Pests and diseases,2
"NAS_54",Nasiger,Pests and diseases,3
"NAS_55",Nasiger,Pests and diseases,4
"NAS_56",Nasiger,Pests and diseases,3
"NAS_57",Nasiger,Pests and diseases,3
"NAS_58",Nasiger,Pests and diseases,2
"NAS_59",Nasiger,Pests and diseases,3
"NAS_60",Nasiger,Pests and diseases,1
"NAS_61",Nasiger,Pests and diseases,4
"NAS_62",Nasiger,Pests and diseases,4
"NAS_63",Nasiger,Pests and diseases,4
"NAS_64",Nasiger,Pests and diseases,1
"NAS_65",Nasiger,Pests and diseases,2
"NAS_66",Nasiger,Pests and diseases,3
"NAS_67",Nasiger,Pests and diseases,2
"NAS_68",Nasiger,Pests and diseases,2
"NAS_69",Nasiger,Pests and diseases,1
"NAS_70",Nasiger,Pests and diseases,4
"NAS_71",Nasiger,Pests and diseases,2
"NAS_72",Nasiger,Pests and diseases,3
"NAS_73",Nasiger,Pests and diseases,2
"NAS_74",Nasiger,Pests and diseases,2
"NAS_75",Nasiger,Pests and diseases,2
"NAS_76",Nasiger,Pests and diseases,1
"NAS_77",Nasiger,Pests and diseases,3
"NAS_78",Nasiger,Pests and diseases,1
"NAS_79",Nasiger,Pests and diseases,4
"NAS_80",Nasiger,Pests and diseases,2
ATA_1,Atala Kamusio,Pests and diseases,1
ATA_2,Atala Kamusio,Pests and diseases,1
ATA_3,Atala Kamusio,Pests and diseases,4
ATA_4,Atala Kamusio,Pests and diseases,3
ATA_5,Atala Kamusio,Pests and diseases,3
ATA_6,Atala Kamusio,Pests and diseases,2
ATA_7,Atala Kamusio,Pests and diseases,2
ATA_8,Atala Kamusio,Pests and diseases,2
ATA_9,Atala Kamusio,Pests and diseases,3
ATA_10,Atala Kamusio,Pests and diseases,4
ATA_11,Atala Kamusio,Pests and diseases,3
ATA_12,Atala Kamusio,Pests and diseases,2
ATA_13,Atala Kamusio,Pests and diseases,4
ATA_14,Atala Kamusio,Pests and diseases,4
ATA_15,Atala Kamusio,Pests and diseases,3
ATA_16,Atala Kamusio,Pests and diseases,3
ATA_17,Atala Kamusio,Pests and diseases,4
ATA_18,Atala Kamusio,Pests and diseases,3
ATA_19,Atala Kamusio,Pests and diseases,1
ATA_20,Atala Kamusio,Pests and diseases,2
ATA_21,Atala Kamusio,Pests and diseases,1
ATA_22,Atala Kamusio,Pests and diseases,3
ATA_23,Atala Kamusio,Pests and diseases,2
ATA_24,Atala Kamusio,Pests and diseases,2
ATA_25,Atala Kamusio,Pests and diseases,2
ATA_26,Atala Kamusio,Pests and diseases,1
ATA_27,Atala Kamusio,Pests and diseases,2
ATA_28,Atala Kamusio,Pests and diseases,4
ATA_29,Atala Kamusio,Pests and diseases,2
ATA_30,Atala Kamusio,Pests and diseases,3
ATA_31,Atala Kamusio,Pests and diseases,3
ATA_32,Atala Kamusio,Pests and diseases,4
ATA_33,Atala Kamusio,Pests and diseases,3
ATA_34,Atala Kamusio,Pests and diseases,3
ATA_35,Atala Kamusio,Pests and diseases,4
ATA_36,Atala Kamusio,Pests and diseases,2
ATA_37,Atala Kamusio,Pests and diseases,3
ATA_38,Atala Kamusio,Pests and diseases,4
ATA_39,Atala Kamusio,Pests and diseases,1
ATA_40,Atala Kamusio,Pests and diseases,1
ATA_41,Atala Kamusio,Pests and diseases,4
ATA_42,Atala Kamusio,Pests and diseases,1
ATA_43,Atala Kamusio,Pests and diseases,2
ATA_44,Atala Kamusio,Pests and diseases,2
ATA_45,Atala Kamusio,Pests and diseases,2
ATA_46,Atala Kamusio,Pests and diseases,4
ATA_47,Atala Kamusio,Pests and diseases,2
ATA_48,Atala Kamusio,Pests and diseases,4
ATA_49,Atala Kamusio,Pests and diseases,1
ATA_50,Atala Kamusio,Pests and diseases,1
ATA_51,Atala Kamusio,Pests and diseases,3
ATA_52,Atala Kamusio,Pests and diseases,1
ATA_53,Atala Kamusio,Pests and diseases,2
ATA_54,Atala Kamusio,Pests and diseases,1
ATA_55,Atala Kamusio,Pests and diseases,4
ATA_56,Atala Kamusio,Pests and diseases,2
ATA_57,Atala Kamusio,Pests and diseases,4
ATA_58,Atala Kamusio,Pests and diseases,1
ATA_59,Atala Kamusio,Pests and diseases,1
ATA_60,Atala Kamusio,Pests and diseases,2
ATA_61,Atala Kamusio,Pests and diseases,1
ATA_62,Atala Kamusio,Pests and diseases,1
ATA_63,Atala Kamusio,Pests and diseases,3
ATA_64,Atala Kamusio,Pests and diseases,3
ATA_65,Atala Kamusio,Pests and diseases,4
ATA_66,Atala Kamusio,Pests and diseases,3
ATA_67,Atala Kamusio,Pests and diseases,2
ATA_68,Atala Kamusio,Pests and diseases,3
ATA_69,Atala Kamusio,Pests and diseases,3
ATA_70,Atala Kamusio,Pests and diseases,3
ATA_71,Atala Kamusio,Pests and diseases,3
ATA_72,Atala Kamusio,Pests and diseases,2
ATA_73,Atala Kamusio,Pests and diseases,4
ATA_74,Atala Kamusio,Pests and diseases,4
ATA_75,Atala Kamusio,Pests and diseases,3
ATA_76,Atala Kamusio,Pests and diseases,4
ATA_77,Atala Kamusio,Pests and diseases,2
ATA_78,Atala Kamusio,Pests and diseases,3
ATA_79,Atala Kamusio,Pests and diseases,4
ATA_80,Atala Kamusio,Pests and diseases,1
LOP_1,Lopur,Pests and diseases,2
LOP_2,Lopur,Pests and diseases,2
LOP_3,Lopur,Pests and diseases,2
LOP_4,Lopur,Pests and diseases,3
LOP_5,Lopur,Pests and diseases,1
LOP_6,Lopur,Pests and diseases,2
LOP_7,Lopur,Pests and diseases,2
LOP_8,Lopur,Pests and diseases,1
LOP_9,Lopur,Pests and diseases,2
LOP_10,Lopur,Pests and diseases,3
LOP_11,Lopur,Pests and diseases,1
LOP_12,Lopur,Pests and diseases,2
LOP_13,Lopur,Pests and diseases,3
LOP_14,Lopur,Pests and diseases,2
LOP_15,Lopur,Pests and diseases,1
LOP_16,Lopur,Pests and diseases,2
LOP_17,Lopur,Pests and diseases,1
LOP_18,Lopur,Pests and diseases,3
LOP_19,Lopur,Pests and diseases,3
LOP_20,Lopur,Pests and diseases,3
LOP_21,Lopur,Pests and diseases,2
LOP_22,Lopur,Pests and diseases,2
LOP_23,Lopur,Pests and diseases,3
LOP_24,Lopur,Pests and diseases,2
LOP_25,Lopur,Pests and diseases,2
LOP_26,Lopur,Pests and diseases,2
LOP_27,Lopur,Pests and diseases,2
LOP_28,Lopur,Pests and diseases,2
LOP_29,Lopur,Pests and diseases,1
LOP_30,Lopur,Pests and diseases,3
LOP_31,Lopur,Pests and diseases,1
LOP_32,Lopur,Pests and diseases,1
LOP_33,Lopur,Pests and diseases,1
LOP_34,Lopur,Pests and diseases,3
LOP_35,Lopur,Pests and diseases,2
LOP_36,Lopur,Pests and diseases,1
LOP_37,Lopur,Pests and diseases,1
LOP_38,Lopur,Pests and diseases,1
LOP_39,Lopur,Pests and diseases,1
LOP_40,Lopur,Pests and diseases,1
LOP_41,Lopur,Pests and diseases,1
LOP_42,Lopur,Pests and diseases,1
LOP_43,Lopur,Pests and diseases,1
LOP_44,Lopur,Pests and diseases,1
LOP_45,Lopur,Pests and diseases,1
LOP_46,Lopur,Pests and diseases,1
LOP_47,Lopur,Pests and diseases,1
LOP_48,Lopur,Pests and diseases,1
LOP_49,Lopur,Pests and diseases,1
LOP_50,Lopur,Pests and diseases,1
LOP_51,Lopur,Pests and diseases,1
LOP_52,Lopur,Pests and diseases,1
LOP_53,Lopur,Pests and diseases,1
LOP_54,Lopur,Pests and diseases,1
LOP_55,Lopur,Pests and diseases,1
LOP_56,Lopur,Pests and diseases,1
LOP_57,Lopur,Pests and diseases,1
LOP_58,Lopur,Pests and diseases,1
LOP_59,Lopur,Pests and diseases,1
LOP_60,Lopur,Pests and diseases,1
LOP_61,Lopur,Pests and diseases,1
LOP_62,Lopur,Pests and diseases,1
LOP_63,Lopur,Pests and diseases,1
LOP_64,Lopur,Pests and diseases,1
LOP_65,Lopur,Pests and diseases,1
LOP_66,Lopur,Pests and diseases,1
LOP_67,Lopur,Pests and diseases,1
LOP_68,Lopur,Pests and diseases,2
LOP_69,Lopur,Pests and diseases,3
LOP_70,Lopur,Pests and diseases,3
LOP_71,Lopur,Pests and diseases,3
LOP_72,Lopur,Pests and diseases,3
LOP_73,Lopur,Pests and diseases,1
LOP_74,Lopur,Pests and diseases,1
LOP_75,Lopur,Pests and diseases,3
LOP_76,Lopur,Pests and diseases,1
LOP_77,Lopur,Pests and diseases,1
LOP_78,Lopur,Pests and diseases,2
LOP_79,Lopur,Pests and diseases,3
LOP_80,Lopur,Pests and diseases,1
"NAS_1",Nasiger,Others,1
"NAS_2",Nasiger,Others,1
"NAS_3",Nasiger,Others,1
"NAS_4",Nasiger,Others,1
"NAS_5",Nasiger,Others,1
"NAS_6",Nasiger,Others,1
"NAS_7",Nasiger,Others,1
"NAS_8",Nasiger,Others,1
"NAS_9",Nasiger,Others,1
"NAS_10",Nasiger,Others,1
"NAS_11",Nasiger,Others,1
"NAS_12",Nasiger,Others,1
"NAS_13",Nasiger,Others,1
"NAS_14",Nasiger,Others,2
"NAS_15",Nasiger,Others,2
"NAS_16",Nasiger,Others,2
"NAS_17",Nasiger,Others,1
"NAS_18",Nasiger,Others,2
"NAS_19",Nasiger,Others,1
"NAS_20",Nasiger,Others,1
"NAS_21",Nasiger,Others,2
"NAS_22",Nasiger,Others,2
"NAS_23",Nasiger,Others,2
"NAS_24",Nasiger,Others,1
"NAS_25",Nasiger,Others,2
"NAS_26",Nasiger,Others,2
"NAS_27",Nasiger,Others,2
"NAS_28",Nasiger,Others,2
"NAS_29",Nasiger,Others,2
"NAS_30",Nasiger,Others,1
"NAS_31",Nasiger,Others,1
"NAS_32",Nasiger,Others,2
"NAS_33",Nasiger,Others,2
"NAS_34",Nasiger,Others,1
"NAS_35",Nasiger,Others,2
"NAS_36",Nasiger,Others,1
"NAS_37",Nasiger,Others,1
"NAS_38",Nasiger,Others,1
"NAS_39",Nasiger,Others,1
"NAS_40",Nasiger,Others,1
"NAS_41",Nasiger,Others,1
"NAS_42",Nasiger,Others,1
"NAS_43",Nasiger,Others,1
"NAS_44",Nasiger,Others,1
"NAS_45",Nasiger,Others,1
"NAS_46",Nasiger,Others,1
"NAS_47",Nasiger,Others,1
"NAS_48",Nasiger,Others,2
"NAS_49",Nasiger,Others,1
"NAS_50",Nasiger,Others,2
"NAS_51",Nasiger,Others,1
"NAS_52",Nasiger,Others,2
"NAS_53",Nasiger,Others,1
"NAS_54",Nasiger,Others,1
"NAS_55",Nasiger,Others,1
"NAS_56",Nasiger,Others,1
"NAS_57",Nasiger,Others,1
"NAS_58",Nasiger,Others,1
"NAS_59",Nasiger,Others,1
"NAS_60",Nasiger,Others,1
"NAS_61",Nasiger,Others,1
"NAS_62",Nasiger,Others,1
"NAS_63",Nasiger,Others,1
"NAS_64",Nasiger,Others,1
"NAS_65",Nasiger,Others,1
"NAS_66",Nasiger,Others,1
"NAS_67",Nasiger,Others,1
"NAS_68",Nasiger,Others,1
"NAS_69",Nasiger,Others,1
"NAS_70",Nasiger,Others,2
"NAS_71",Nasiger,Others,1
"NAS_72",Nasiger,Others,1
"NAS_73",Nasiger,Others,2
"NAS_74",Nasiger,Others,1
"NAS_75",Nasiger,Others,2
"NAS_76",Nasiger,Others,1
"NAS_77",Nasiger,Others,2
"NAS_78",Nasiger,Others,1
"NAS_79",Nasiger,Others,1
"NAS_80",Nasiger,Others,1
ATA_1,Atala Kamusio,Others,1
ATA_2,Atala Kamusio,Others,1
ATA_3,Atala Kamusio,Others,1
ATA_4,Atala Kamusio,Others,1
ATA_5,Atala Kamusio,Others,1
ATA_6,Atala Kamusio,Others,1
ATA_7,Atala Kamusio,Others,1
ATA_8,Atala Kamusio,Others,1
ATA_9,Atala Kamusio,Others,1
ATA_10,Atala Kamusio,Others,1
ATA_11,Atala Kamusio,Others,1
ATA_12,Atala Kamusio,Others,1
ATA_13,Atala Kamusio,Others,1
ATA_14,Atala Kamusio,Others,1
ATA_15,Atala Kamusio,Others,1
ATA_16,Atala Kamusio,Others,1
ATA_17,Atala Kamusio,Others,1
ATA_18,Atala Kamusio,Others,1
ATA_19,Atala Kamusio,Others,1
ATA_20,Atala Kamusio,Others,2
ATA_21,Atala Kamusio,Others,1
ATA_22,Atala Kamusio,Others,1
ATA_23,Atala Kamusio,Others,1
ATA_24,Atala Kamusio,Others,1
ATA_25,Atala Kamusio,Others,1
ATA_26,Atala Kamusio,Others,1
ATA_27,Atala Kamusio,Others,1
ATA_28,Atala Kamusio,Others,1
ATA_29,Atala Kamusio,Others,1
ATA_30,Atala Kamusio,Others,1
ATA_31,Atala Kamusio,Others,1
ATA_32,Atala Kamusio,Others,1
ATA_33,Atala Kamusio,Others,1
ATA_34,Atala Kamusio,Others,1
ATA_35,Atala Kamusio,Others,1
ATA_36,Atala Kamusio,Others,1
ATA_37,Atala Kamusio,Others,2
ATA_38,Atala Kamusio,Others,1
ATA_39,Atala Kamusio,Others,1
ATA_40,Atala Kamusio,Others,1
ATA_41,Atala Kamusio,Others,1
ATA_42,Atala Kamusio,Others,1
ATA_43,Atala Kamusio,Others,1
ATA_44,Atala Kamusio,Others,1
ATA_45,Atala Kamusio,Others,1
ATA_46,Atala Kamusio,Others,1
ATA_47,Atala Kamusio,Others,1
ATA_48,Atala Kamusio,Others,2
ATA_49,Atala Kamusio,Others,1
ATA_50,Atala Kamusio,Others,1
ATA_51,Atala Kamusio,Others,1
ATA_52,Atala Kamusio,Others,1
ATA_53,Atala Kamusio,Others,1
ATA_54,Atala Kamusio,Others,1
ATA_55,Atala Kamusio,Others,1
ATA_56,Atala Kamusio,Others,1
ATA_57,Atala Kamusio,Others,1
ATA_58,Atala Kamusio,Others,1
ATA_59,Atala Kamusio,Others,1
ATA_60,Atala Kamusio,Others,1
ATA_61,Atala Kamusio,Others,1
ATA_62,Atala Kamusio,Others,1
ATA_63,Atala Kamusio,Others,1
ATA_64,Atala Kamusio,Others,1
ATA_65,Atala Kamusio,Others,1
ATA_66,Atala Kamusio,Others,1
ATA_67,Atala Kamusio,Others,1
ATA_68,Atala Kamusio,Others,1
ATA_69,Atala Kamusio,Others,1
ATA_70,Atala Kamusio,Others,1
ATA_71,Atala Kamusio,Others,1
ATA_72,Atala Kamusio,Others,1
ATA_73,Atala Kamusio,Others,1
ATA_74,Atala Kamusio,Others,1
ATA_75,Atala Kamusio,Others,1
ATA_76,Atala Kamusio,Others,1
ATA_77,Atala Kamusio,Others,1
ATA_78,Atala Kamusio,Others,1
ATA_79,Atala Kamusio,Others,1
ATA_80,Atala Kamusio,Others,1
LOP_1,Lopur,Others,1
LOP_2,Lopur,Others,1
LOP_3,Lopur,Others,1
LOP_4,Lopur,Others,1
LOP_5,Lopur,Others,1
LOP_6,Lopur,Others,1
LOP_7,Lopur,Others,1
LOP_8,Lopur,Others,1
LOP_9,Lopur,Others,1
LOP_10,Lopur,Others,1
LOP_11,Lopur,Others,1
LOP_12,Lopur,Others,1
LOP_13,Lopur,Others,1
LOP_14,Lopur,Others,1
LOP_15,Lopur,Others,1
LOP_16,Lopur,Others,1
LOP_17,Lopur,Others,1
LOP_18,Lopur,Others,1
LOP_19,Lopur,Others,1
LOP_20,Lopur,Others,1
LOP_21,Lopur,Others,1
LOP_22,Lopur,Others,1
LOP_23,Lopur,Others,1
LOP_24,Lopur,Others,1
LOP_25,Lopur,Others,1
LOP_26,Lopur,Others,1
LOP_27,Lopur,Others,1
LOP_28,Lopur,Others,1
LOP_29,Lopur,Others,1
LOP_30,Lopur,Others,1
LOP_31,Lopur,Others,1
LOP_32,Lopur,Others,1
LOP_33,Lopur,Others,1
LOP_34,Lopur,Others,1
LOP_35,Lopur,Others,1
LOP_36,Lopur,Others,1
LOP_37,Lopur,Others,1
LOP_38,Lopur,Others,1
LOP_39,Lopur,Others,1
LOP_40,Lopur,Others,1
LOP_41,Lopur,Others,1
LOP_42,Lopur,Others,1
LOP_43,Lopur,Others,1
LOP_44,Lopur,Others,1
LOP_45,Lopur,Others,1
LOP_46,Lopur,Others,1
LOP_47,Lopur,Others,1
LOP_48,Lopur,Others,1
LOP_49,Lopur,Others,1
LOP_50,Lopur,Others,1
LOP_51,Lopur,Others,1
LOP_52,Lopur,Others,1
LOP_53,Lopur,Others,1
LOP_54,Lopur,Others,1
LOP_55,Lopur,Others,1
LOP_56,Lopur,Others,1
LOP_57,Lopur,Others,1
LOP_58,Lopur,Others,1
LOP_59,Lopur,Others,1
LOP_60,Lopur,Others,1
LOP_61,Lopur,Others,1
LOP_62,Lopur,Others,1
LOP_63,Lopur,Others,1
LOP_64,Lopur,Others,1
LOP_65,Lopur,Others,1
LOP_66,Lopur,Others,2
LOP_67,Lopur,Others,1
LOP_68,Lopur,Others,1
LOP_69,Lopur,Others,1
LOP_70,Lopur,Others,1
LOP_71,Lopur,Others,1
LOP_72,Lopur,Others,1
LOP_73,Lopur,Others,1
LOP_74,Lopur,Others,1
LOP_75,Lopur,Others,1
LOP_76,Lopur,Others,1
LOP_77,Lopur,Others,2
LOP_78,Lopur,Others,1
LOP_79,Lopur,Others,1
LOP_80,Lopur,Others,1
